baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
AARS	2539.01661573671	1.104778006121	0.176271807495951	6.26746852951162	3.66964755541496e-10	3.16050797311917e-08	shIFI6_Day4_vs_shIFI6_Day0	AARS	AARS	2.15065782420284
ABCA1	917.13437536957	1.12232754579234	0.20981343658573	5.34916907160878	8.83589683915448e-08	3.63376257510228e-06	shIFI6_Day4_vs_shIFI6_Day0	ABCA1	ABCA1	2.17697908300187
ABCA12	71.0339190005321	7.09020693328423	1.30960943784538	5.41398582538416	6.16370476447687e-08	2.64044123374074e-06	shIFI6_Day4_vs_shIFI6_Day0	ABCA12	ABCA12	136.258926281838
ABCA6	30.2948135449225	-1.6397006500732	0.41347557965391	-3.96565294483818	7.31952995545755e-05	0.000995916193277723	shIFI6_Day4_vs_shIFI6_Day0	ABCA6	ABCA6	0.320923056949616
ABCA9	33.6501104966666	-1.92751689929711	0.385570182035083	-4.99913372222785	5.75884554084097e-07	1.76083660124227e-05	shIFI6_Day4_vs_shIFI6_Day0	ABCA9	ABCA9	0.262881240918436
ABCB1	215.864023099923	1.03013829426788	0.25801275555723	3.99258669224743	6.5356427049416e-05	0.000902697921883201	shIFI6_Day4_vs_shIFI6_Day0	ABCB1	ABCB1	2.04222000573285
ABCB11	3.82363019480198	4.50091065509757	1.57336814671942	2.86068499891922	0.0042272683801022	0.0248352017331004	shIFI6_Day4_vs_shIFI6_Day0	ABCB11	ABCB11	22.6417043399136
ABCC3	3.64603657756571	4.40643707062256	1.29449166375895	3.40399030290171	0.00066409110918799	0.00587012291571329	shIFI6_Day4_vs_shIFI6_Day0	ABCC3	ABCC3	21.2065359102403
ABCG1	392.368218688178	1.60568544202743	0.284218576391977	5.64947394505617	1.60939575177688e-08	8.22191307972972e-07	shIFI6_Day4_vs_shIFI6_Day0	ABCG1	ABCG1	3.04340312101921
ABI3	130.808250463029	2.16759774794047	0.293411989513787	7.38755683274018	1.49551217202271e-13	3.51445360425336e-11	shIFI6_Day4_vs_shIFI6_Day0	ABI3	ABI3	4.49274677035649
ABLIM3	17.8672229193253	1.64868440087373	0.518512043515642	3.17964533609525	0.00147455404829837	0.0109017591435992	shIFI6_Day4_vs_shIFI6_Day0	ABLIM3	ABLIM3	3.13547583510142
AC007880.1	15.9916746192901	2.29713293963089	0.591223884083709	3.88538589436561	0.0001021674716296	0.00130283326225342	shIFI6_Day4_vs_shIFI6_Day0	AC007880.1	AC007880.1	4.91480078373988
AC011747.4	4.15040138761066	3.82050287463941	1.22258736465907	3.12493240571383	0.00177845921612065	0.0127253823859003	shIFI6_Day4_vs_shIFI6_Day0	AC011747.4	AC011747.4	14.1281716847233
AC074138.3	15.0683484748548	1.37517630758028	0.451406632757933	3.04642468184051	0.00231580490255323	0.0156383377040232	shIFI6_Day4_vs_shIFI6_Day0	AC074138.3	AC074138.3	2.5939960946785
AC096559.1	4.53235603692006	2.67073903552765	1.02630750124389	2.60227956269509	0.00926063279372772	0.0448578944219143	shIFI6_Day4_vs_shIFI6_Day0	AC096559.1	AC096559.1	6.36755287986132
AC147651.4	28.620080877559	1.78829024445358	0.420380097577173	4.25398408430904	2.10000234050777e-05	0.000348587674080251	shIFI6_Day4_vs_shIFI6_Day0	AC147651.4	AC147651.4	3.45405305813519
ACAN	166.084939439438	3.5232189861782	0.525954337893843	6.69871647087607	2.10258086818965e-11	2.83503731817375e-09	shIFI6_Day4_vs_shIFI6_Day0	ACAN	ACAN	11.497266445983
ACER2	177.275224401556	2.3477317931988	0.508076293809325	4.62082530085506	3.82216527915196e-06	8.43954615329527e-05	shIFI6_Day4_vs_shIFI6_Day0	ACER2	ACER2	5.09023334420419
ACKR2	56.0880406968333	2.59572287082025	0.334235725530345	7.76614428844049	8.0911376699538e-15	2.89346118849435e-12	shIFI6_Day4_vs_shIFI6_Day0	ACKR2	ACKR2	6.04491842543511
ACKR4	10.0657516095137	3.48330610776237	0.988382460726396	3.52424921138561	0.000424684619469727	0.00412887824484457	shIFI6_Day4_vs_shIFI6_Day0	ACKR4	ACKR4	11.183548423033
ACP5	257.643662001763	3.24179055158667	0.589324159053541	5.50086145593116	3.77940103647947e-08	1.73178682590773e-06	shIFI6_Day4_vs_shIFI6_Day0	ACP5	ACP5	9.45967456016521
ACSM3	166.473894197739	2.0729323263084	0.454305062948146	4.56286424116959	5.04604454190986e-06	0.000106830672734128	shIFI6_Day4_vs_shIFI6_Day0	ACSM3	ACSM3	4.20740975173134
ACSS2	570.024743088293	-1.15050939994393	0.166197258673279	-6.92255341109849	4.43574464839307e-12	7.15372543784961e-10	shIFI6_Day4_vs_shIFI6_Day0	ACSS2	ACSS2	0.450466148519179
