baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
ADRB1	38.3686926621764	-2.30799522320705	0.568269009404205	-4.06144833698893	4.87692115149196e-05	0.0209587200617274	shIFI6_Day1_vs_shSCR_Day1	ADRB1	ADRB1	0.201940863031645
BEND4	28.9463309925475	1.79627904744462	0.390165781904431	4.60388668292959	4.14678154438472e-06	0.00278715554551958	shIFI6_Day1_vs_shSCR_Day1	BEND4	BEND4	3.47323264139392
BMP6	34.8386475720171	-1.7035068403159	0.363699523355009	-4.68383028001139	2.81563173394266e-06	0.00206449797728314	shIFI6_Day1_vs_shSCR_Day1	BMP6	BMP6	0.307038858824465
C4orf32	73.5964770607335	2.75564786465982	0.365667978854486	7.53592883164759	4.84870987399242e-14	3.91072694886858e-10	shIFI6_Day1_vs_shSCR_Day1	C4orf32	C4orf32	6.75355847871721
CD7	240.399478046233	-1.4546720209764	0.200664543271588	-7.24927282747495	4.19015105190427e-13	2.25304422060892e-09	shIFI6_Day1_vs_shSCR_Day1	CD7	CD7	0.36483801808175
CHRDL1	371.895746894208	1.69921645390547	0.281314227650722	6.04027911455374	1.53847862322826e-09	2.75746651903278e-06	shIFI6_Day1_vs_shSCR_Day1	CHRDL1	CHRDL1	3.24724548593723
CYP51A1	86.9084817742853	2.9813677780981	0.502217413067381	5.93640861611881	2.91333178138622e-09	4.27226863323101e-06	shIFI6_Day1_vs_shSCR_Day1	CYP51A1	CYP51A1	7.89734533613893
DNTT	11.2106032025075	2.61522546526114	0.671335010790454	3.89555947958364	9.79723149028413e-05	0.0351198091488385	shIFI6_Day1_vs_shSCR_Day1	DNTT	DNTT	6.12718947446642
DYSF	52.3526808599739	-1.80293631865682	0.307978635782052	-5.85409541177627	4.79613239969443e-09	5.95126244149776e-06	shIFI6_Day1_vs_shSCR_Day1	DYSF	DYSF	0.286590696421999
FAM47E-STBD1	26.9220054847919	17.59302101759	3.81430069680656	4.61238439652106	3.98075948806287e-06	0.00278715554551958	shIFI6_Day1_vs_shSCR_Day1	FAM47E-STBD1	FAM47E-STBD1	197709.273675178
FCGR1A	56.3490449398688	-1.44328695411429	0.373205109393462	-3.86727544127127	0.000110058095196701	0.0385945029047386	shIFI6_Day1_vs_shSCR_Day1	FCGR1A	FCGR1A	0.367728537455564
FCGR2B	148.781224174689	-1.23489886666762	0.323150685671219	-3.82143353371695	0.000132678174894639	0.0446228239348016	shIFI6_Day1_vs_shSCR_Day1	FCGR2B	FCGR2B	0.424872282193157
