baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
AARS	2539.01661573671	1.01128731607946	0.163115823358495	6.19981124612821	5.65309171110451e-10	2.0215947532102e-08	shIFI6_Day2_vs_shIFI6_Day0	AARS	AARS	2.01570891397813
ABCA1	917.13437536957	1.61329346621588	0.193460938038787	8.33911735656132	7.48471023946217e-17	1.62004583472569e-14	shIFI6_Day2_vs_shIFI6_Day0	ABCA1	ABCA1	3.05949484047231
ABCA12	71.0339190005321	8.02001624434552	1.26035929787038	6.36327772397669	1.97493119825916e-10	8.061443724904e-09	shIFI6_Day2_vs_shIFI6_Day0	ABCA12	ABCA12	259.576549569656
ABCA7	623.361861629417	1.38443222759754	0.196382058914559	7.04968791573713	1.7931951633709e-12	1.22398591026769e-10	shIFI6_Day2_vs_shIFI6_Day0	ABCA7	ABCA7	2.61069193458435
ABCA9	33.6501104966666	-1.15648888759581	0.321699015386433	-3.59494071253719	0.000324465457879312	0.00204500259851137	shIFI6_Day2_vs_shIFI6_Day0	ABCA9	ABCA9	0.448602981006288
ABCB1	215.864023099923	1.2147877077722	0.237188859400898	5.12160525094041	3.02945567577792e-07	5.14819688703995e-06	shIFI6_Day2_vs_shIFI6_Day0	ABCB1	ABCB1	2.32106625929609
ABCB11	3.82363019480198	3.89741927868544	1.50544716215284	2.58887815970372	0.00962891571369671	0.033881425345521	shIFI6_Day2_vs_shIFI6_Day0	ABCB11	ABCB11	14.901847290291
ABCB6	92.2602391344412	1.53271448356954	0.353182483831366	4.33972394933767	1.42661813915707e-05	0.000143710155475406	shIFI6_Day2_vs_shIFI6_Day0	ABCB6	ABCB6	2.89329711737529
ABCB9	191.450263915946	1.53560985388944	0.240873301122468	6.37517668721901	1.82752136900921e-10	7.57247519400542e-09	shIFI6_Day2_vs_shIFI6_Day0	ABCB9	ABCB9	2.89910955737904
ABCC3	3.64603657756571	3.91251071472744	1.25432430386762	3.119217815252	0.00181331858604354	0.00857157779897017	shIFI6_Day2_vs_shIFI6_Day0	ABCC3	ABCC3	15.0585475097381
ABCG1	392.368218688178	2.29336559203083	0.26186064169749	8.75796216324942	1.98811876983841e-18	6.81344870080037e-16	shIFI6_Day2_vs_shIFI6_Day0	ABCG1	ABCG1	4.90198337736305
ABCG2	71.246570182353	1.03979429542512	0.31302436402689	3.32176793540516	0.000894490553446473	0.00469957508917102	shIFI6_Day2_vs_shIFI6_Day0	ABCG2	ABCG2	2.05593448998235
ABHD1	4.04067666169222	2.42426674763078	0.840879298116302	2.88301395106468	0.00393889995541241	0.0163036202783057	shIFI6_Day2_vs_shIFI6_Day0	ABHD1	ABHD1	5.36756124499887
ABHD4	451.574306376884	1.22801265625406	0.164436758039105	7.46799359764816	8.14268045936787e-14	7.52511761553941e-12	shIFI6_Day2_vs_shIFI6_Day0	ABHD4	ABHD4	2.34244091175429
ABI3	130.808250463029	2.16994512266576	0.271943139761952	7.97940747674403	1.47037415162203e-15	2.34831599943518e-13	shIFI6_Day2_vs_shIFI6_Day0	ABI3	ABI3	4.50006276179954
