baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
GRIN2C	13.9324685441485	-2.12929915698263	0.5890161754886	-3.61500964759812	0.000300336437019877	0.0433858348754565	shIFI6_Day5_vs_shSCR_Day5	GRIN2C	GRIN2C	0.228568871460794
GUSBP9	165.308967316717	-1.10018947296142	0.274292249225912	-4.01101188993236	6.04590651057422e-05	0.0188741021052024	shIFI6_Day5_vs_shSCR_Day5	GUSBP9	GUSBP9	0.466455230944335
IL17RB	36.2959490039556	4.90410289044856	1.20715455949969	4.06253105855899	4.85434864676503e-05	0.0169018462242109	shIFI6_Day5_vs_shSCR_Day5	IL17RB	IL17RB	29.9420872709564
KLHL33	88.5827568266394	-1.34603577244067	0.2523857803626	-5.33324726340303	9.64718033427746e-08	0.000146340720428878	shIFI6_Day5_vs_shSCR_Day5	KLHL33	KLHL33	0.393371468687486
LINC00654	54.349631801175	1.59640025940988	0.407410510730968	3.91840715288776	8.91360511729176e-05	0.0247016007934091	shIFI6_Day5_vs_shSCR_Day5	LINC00654	LINC00654	3.02387868118006
LINC00891	102.700221927148	17.9380882573499	3.37619359030197	5.31311009797442	1.07769880277545e-07	0.000146340720428878	shIFI6_Day5_vs_shSCR_Day5	LINC00891	LINC00891	251132.332479994
LOC101927054	91.178805852295	-1.141068971525	0.279471002896659	-4.08296016294374	4.44656477365641e-05	0.0158894481740738	shIFI6_Day5_vs_shSCR_Day5	LOC101927054	LOC101927054	0.453423486942191
LOC102724705	88.9773562943058	-1.37708038311222	0.370796682269935	-3.71384224551859	0.000204136074130473	0.0342217746989839	shIFI6_Day5_vs_shSCR_Day5	LOC102724705	LOC102724705	0.384997135508904
LOC653160	55.925645512032	-1.02796422914328	0.267803504976415	-3.83850177477629	0.000123787320003335	0.0285463547995842	shIFI6_Day5_vs_shSCR_Day5	LOC653160	LOC653160	0.490401661092065
LRFN3	39.8463472096079	-1.5126222249085	0.404277341905363	-3.74154588476192	0.000182891776155339	0.0315829262328797	shIFI6_Day5_vs_shSCR_Day5	LRFN3	LRFN3	0.350473623084528
LTBP1	35.3151210963906	1.91935361534272	0.450709918521481	4.2585120417119	2.05792135954486e-05	0.0102392984380891	shIFI6_Day5_vs_shSCR_Day5	LTBP1	LTBP1	3.78253548112079
LYZ	478.148041853802	1.1330962127312	0.202445110192959	5.59705399478996	2.18024821035893e-08	4.93426507474399e-05	shIFI6_Day5_vs_shSCR_Day5	LYZ	LYZ	2.19328944185764
MGST1	119.449183888915	2.35358350848575	0.395684956153422	5.94812481971938	2.71231736079214e-09	7.36611148843929e-06	shIFI6_Day5_vs_shSCR_Day5	MGST1	MGST1	5.1109217682244
MSX1	97.5474633018498	-1.01363050053124	0.252882967671281	-4.00829881848289	6.11577062102441e-05	0.0188741021052024	shIFI6_Day5_vs_shSCR_Day5	MSX1	MSX1	0.495298274286249
PLA2G4B	118.061348253195	18.255641095179	2.10258970061864	8.6824553025289	3.87315436908663e-18	5.25935631778273e-14	shIFI6_Day5_vs_shSCR_Day5	PLA2G4B	PLA2G4B	312964.847352607
PPAN-P2RY11	79.7974020301854	17.3716239389023	2.23914151686753	7.75816258509848	8.61686419844815e-15	5.85041994753637e-11	shIFI6_Day5_vs_shSCR_Day5	PPAN-P2RY11	PPAN-P2RY11	169582.049240805
PPAP2A	22.1448723480669	-1.93174595235434	0.515692158263541	-3.74592849900799	0.000179727780527864	0.0315829262328797	shIFI6_Day5_vs_shSCR_Day5	PPAP2A	PPAP2A	0.262111770708835
RAB7B	248.922804395461	2.24855652944797	0.518010302582332	4.34075638696507	1.41993080588467e-05	0.00876420018777635	shIFI6_Day5_vs_shSCR_Day5	RAB7B	RAB7B	4.75207145472735
SHROOM3	46.6154669992226	-1.38428423755838	0.380982310899731	-3.63346065671459	0.000279645104413207	0.0417722011050796	shIFI6_Day5_vs_shSCR_Day5	SHROOM3	SHROOM3	0.383079508880858
SOX13	340.93912015898	-1.05852229860564	0.201032646706251	-5.26542487475854	1.39865506701719e-07	0.000158269476291887	shIFI6_Day5_vs_shSCR_Day5	SOX13	SOX13	0.480123581462093
SULT1A3	27.9183903480893	16.4712207641627	4.35715617027991	3.78026862486882	0.000156659244922898	0.0315829262328797	shIFI6_Day5_vs_shSCR_Day5	SULT1A3	SULT1A3	90851.3772269824
TFR2	78.9460253882074	1.36912220112192	0.383149781001794	3.57333416070909	0.000352464501372919	0.0488379128994169	shIFI6_Day5_vs_shSCR_Day5	TFR2	TFR2	2.58313349143248
UBE2E2	66.6818836966236	1.39214807981327	0.355982102967371	3.91072491624917	9.20195264582536e-05	0.0248933148966151	shIFI6_Day5_vs_shSCR_Day5	UBE2E2	UBE2E2	2.62469189663531
