baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
ANKEF1	43.6705174099328	2.68806220467578	0.498916671852311	5.38779791562368	7.13261845282296e-08	0.000280472389111131	shIFI6_1_Day4_vs_shSCR_Day4	ANKEF1	ANKEF1	6.44447218867895
CHDH	36.6005079914643	2.94943631486879	0.724571010057727	4.07059663432271	4.68928839548057e-05	0.0460986357328211	shIFI6_1_Day4_vs_shSCR_Day4	CHDH	CHDH	7.72447196106176
CHRDL1	371.895746894208	1.58170221170995	0.318472660830232	4.96652430882634	6.81635123923616e-07	0.00153163412345636	shIFI6_1_Day4_vs_shSCR_Day4	CHRDL1	CHRDL1	2.99322807427672
GOLM1	62.5711003391697	1.81458849626819	0.403458819277863	4.49758044579631	6.87311583887966e-06	0.00900893658581152	shIFI6_1_Day4_vs_shSCR_Day4	GOLM1	GOLM1	3.51759282825528
KIAA0087	754.465405438209	1.5835913526334	0.262328151912808	6.03668093220794	1.57316343647853e-09	1.23721438461854e-05	shIFI6_1_Day4_vs_shSCR_Day4	KIAA0087	KIAA0087	2.99715013218881
LINC00654	54.349631801175	2.49123951601906	0.592746945941782	4.20287195585778	2.6354968444769e-05	0.0276358199111847	shIFI6_1_Day4_vs_shSCR_Day4	LINC00654	LINC00654	5.62260818793093
LOX	578.34571758088	1.98971313589762	0.309631146615723	6.42607553421301	1.3094035682824e-10	2.05956087255138e-06	shIFI6_1_Day4_vs_shSCR_Day4	LOX	LOX	3.97158019802199
MGST1	119.449183888915	2.37005638996578	0.414853656226968	5.71299385793314	1.11005687226788e-08	5.82002818130051e-05	shIFI6_1_Day4_vs_shSCR_Day4	MGST1	MGST1	5.16961338093119
MSRB3	68.2210853140011	-1.78762557900323	0.424690325987404	-4.20924487706896	2.56225575395406e-05	0.0276358199111847	shIFI6_1_Day4_vs_shSCR_Day4	MSRB3	MSRB3	0.289648363904018
RAB7B	248.922804395461	2.22568662099637	0.445804384416798	4.99251846503937	5.95970138969159e-07	0.00153163412345636	shIFI6_1_Day4_vs_shSCR_Day4	RAB7B	RAB7B	4.67733454566045
SHFM1	279.47917604844	1.10602428342092	0.248164555424974	4.45681810412807	8.31851279650534e-06	0.0100647605981717	shIFI6_1_Day4_vs_shSCR_Day4	SHFM1	SHFM1	2.15251648038724
SNORD3B-2	328.764111138475	-26.7097527630681	5.04076066908217	-5.29875439770313	1.16595342142618e-07	0.000366785627312248	shIFI6_1_Day4_vs_shSCR_Day4	SNORD3B-2	SNORD3B-2	9.11094115261292e-09
TVP23C-CDRT4	158.108133106868	-9.63892190004158	2.06448157698607	-4.66893093524886	3.02771133140922e-06	0.00473178954804951	shIFI6_1_Day4_vs_shSCR_Day4	TVP23C-CDRT4	TVP23C-CDRT4	0.00125428255567101
