baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
LTBP1	35.3151210963906	2.0514797786715	0.531173419169938	3.86216573464338	0.000112386278968973	0.0190972384538028	shIFI6_2_Day5_vs_shSCR_Day5	LTBP1	LTBP1	4.14530937766006
LYZ	478.148041853802	1.19627685026891	0.217957500529164	5.48857849518622	4.05181207160066e-08	4.59002777511161e-05	shIFI6_2_Day5_vs_shSCR_Day5	LYZ	LYZ	2.2914754832947
MGST1	119.449183888915	2.50859755547287	0.407667765660368	6.15353424229966	7.57750066286069e-10	1.72471703881277e-06	shIFI6_2_Day5_vs_shSCR_Day5	MGST1	MGST1	5.69066619345532
MPP6	155.1808553007	1.29170518991933	0.282259507732078	4.57630355943729	4.73263683651032e-06	0.00229565908355643	shIFI6_2_Day5_vs_shSCR_Day5	MPP6	MPP6	2.44817245753269
MSRB3	68.2210853140011	-2.40932381922249	0.391581326143215	-6.15280570948706	7.61240417307389e-10	1.72471703881277e-06	shIFI6_2_Day5_vs_shSCR_Day5	MSRB3	MSRB3	0.18824405138498
NCALD	77.630664180581	-1.39617267800838	0.337859605383929	-4.13240486805703	3.58987363094106e-05	0.0103831366253219	shIFI6_2_Day5_vs_shSCR_Day5	NCALD	NCALD	0.379935736386217
NUDT16	57.4702715484542	-3.96216567736725	0.632608109239647	-6.26322302780707	3.77100663381251e-10	1.52391666662361e-06	shIFI6_2_Day5_vs_shSCR_Day5	NUDT16	NUDT16	0.0641607280433945
PLA2G4B	118.061348253195	8.27699814627261	2.30955232081336	3.58381062497761	0.000338617634689073	0.0400275489214197	shIFI6_2_Day5_vs_shSCR_Day5	PLA2G4B	PLA2G4B	310.187802507745
PODXL2	94.145063811846	1.27737150916102	0.349399872901469	3.6559014705802	0.000256279782003683	0.0341555623191967	shIFI6_2_Day5_vs_shSCR_Day5	PODXL2	PODXL2	2.42396943814734
PTPRM	216.587117750892	-1.20713716208017	0.238957130889432	-5.05168921968152	4.37919815489708e-07	0.000283480093893671	shIFI6_2_Day5_vs_shSCR_Day5	PTPRM	PTPRM	0.433127247315159
PXDN	306.052573079738	-2.09748747400855	0.272191711384472	-7.70591971129435	1.2990428601001e-14	8.82959432010036e-11	shIFI6_2_Day5_vs_shSCR_Day5	PXDN	PXDN	0.233664832798706
RAB7B	248.922804395461	2.56772734853503	0.429437269982994	5.97928388618137	2.24120680492968e-09	3.38521836735711e-06	shIFI6_2_Day5_vs_shSCR_Day5	RAB7B	RAB7B	5.92874747360642
RGPD6	342.1491823947	-24.8282063715505	2.99385190274415	-8.29306431249761	1.10367628046633e-16	1.50033753566592e-12	shIFI6_2_Day5_vs_shSCR_Day5	RGPD6	RGPD6	3.35710669102848e-08
RNASEK-C17orf49	16.092633592658	-3.62392119643073	0.917766405277843	-3.94863134626684	7.85992861873357e-05	0.0150489957243752	shIFI6_2_Day5_vs_shSCR_Day5	RNASEK-C17orf49	RNASEK-C17orf49	0.0811131034109043
RNR1	30.5470857572839	-3.66528786019687	0.903000646484806	-4.05900912082962	4.92813889512072e-05	0.0116862966992151	shIFI6_2_Day5_vs_shSCR_Day5	RNR1	RNR1	0.0788203594972021
RP11-620J15.3	342.976352617195	1.08154899794706	0.293889742652852	3.68011822455675	0.000233125845467429	0.0320112398311539	shIFI6_2_Day5_vs_shSCR_Day5	RP11-620J15.3	RP11-620J15.3	2.11630710587046
SCARNA16	31.6090269465617	-3.62500660693436	0.850494586747169	-4.262233603154	2.02393704642253e-05	0.00687835005226696	shIFI6_2_Day5_vs_shSCR_Day5	SCARNA16	SCARNA16	0.0810521009804261
SLC24A3	143.356010576008	-1.04659953823592	0.290751933595472	-3.59963053484649	0.000318669634017733	0.039381772771246	shIFI6_2_Day5_vs_shSCR_Day5	SLC24A3	SLC24A3	0.484107872949844
SLFN13	915.418973820869	-1.02988629978713	0.229027891261749	-4.49677239795264	6.89927731191955e-06	0.0030556857300795	shIFI6_2_Day5_vs_shSCR_Day5	SLFN13	SLFN13	0.489748744852052
SNORD3B-2	328.764111138475	17.4141659031394	4.031689572549	4.31932210795918	1.56509208195541e-05	0.0055989109900268	shIFI6_2_Day5_vs_shSCR_Day5	SNORD3B-2	SNORD3B-2	174657.116666039
TCF4	115.258817287564	-2.00223199257489	0.333069128748231	-6.01146074420001	1.83859036685314e-09	3.1242246808752e-06	shIFI6_2_Day5_vs_shSCR_Day5	TCF4	TCF4	0.249613524195243
TEKT4P2	106.414853726622	1.14451095417246	0.304869409239051	3.75410231229543	0.000173963801377084	0.0256660484959383	shIFI6_2_Day5_vs_shSCR_Day5	TEKT4P2	TEKT4P2	2.2107117909009
TES	45.2987476626106	-2.25252594120699	0.452722501405111	-4.97551134351803	6.5075623225908e-07	0.000402108191878633	shIFI6_2_Day5_vs_shSCR_Day5	TES	TES	0.209856355176165
TFR2	78.9460253882074	1.60498954219187	0.449793327327103	3.56828224137854	0.000359329316124009	0.0413959552829642	shIFI6_2_Day5_vs_shSCR_Day5	TFR2	TFR2	3.04193545601969
WDR35	243.655626670248	1.0792754911941	0.233986998703264	4.61254470195075	3.97768963324405e-06	0.00200269306941925	shIFI6_2_Day5_vs_shSCR_Day5	WDR35	WDR35	2.11297469726116
WFS1	44.8848424889089	-1.99102861583596	0.385843202503907	-5.16020135359467	2.46684382971822e-07	0.000197260441301115	shIFI6_2_Day5_vs_shSCR_Day5	WFS1	WFS1	0.251559466146466
XK	161.687651170403	1.03971756487711	0.26606825606021	3.90770992478646	9.31750758721046e-05	0.0163083703798341	shIFI6_2_Day5_vs_shSCR_Day5	XK	XK	2.05582514685674
ZNF483	20.9759779775973	2.76986792727853	0.7904819280177	3.50402435413616	0.00045828344410653	0.0486711338998763	shIFI6_2_Day5_vs_shSCR_Day5	ZNF483	ZNF483	6.82045472134365
