baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
GDF15	117.616450216162	3.32290046417017	0.937331649577149	3.54506376229716	0.000392518121890224	0.0490293685361892	shIFI6_Day1_vs_shIFI6_Day0	GDF15	GDF15	10.0067422221253
GLS2	74.0218291155145	3.98778402286062	0.827142378551664	4.82115791218832	1.42727313917229e-06	0.00199632123280636	shIFI6_Day1_vs_shIFI6_Day0	GLS2	GLS2	15.8650924470947
GPR132	201.348652841784	1.45981546388894	0.329725764485277	4.42736243607715	9.53923709750434e-06	0.00545020642628565	shIFI6_Day1_vs_shIFI6_Day0	GPR132	GPR132	2.75073176579129
GRM1	36.4384476062499	5.31112437322732	1.27282080649222	4.17271963668186	3.00985220387287e-05	0.0111778386221329	shIFI6_Day1_vs_shIFI6_Day0	GRM1	GRM1	39.7015760106208
HS3ST1	35.8103419590898	4.37053484092004	1.15452078252894	3.78558351400703	0.000153348322187183	0.03055917748146	shIFI6_Day1_vs_shIFI6_Day0	HS3ST1	HS3ST1	20.6853123998337
KIAA1671	161.663187677602	3.42212289238252	0.710180513068551	4.81866628189528	1.44521050254904e-06	0.00199632123280636	shIFI6_Day1_vs_shIFI6_Day0	KIAA1671	KIAA1671	10.7191818673343
KITLG	186.039254221887	3.44244121528552	0.827258078597069	4.16126636215326	3.16487681657398e-05	0.0111938678833825	shIFI6_Day1_vs_shIFI6_Day0	KITLG	KITLG	10.8712144803868
LIF	222.523808884378	2.63297067939343	0.674278506327937	3.90487113957163	9.42756060820938e-05	0.021219153459841	shIFI6_Day1_vs_shIFI6_Day0	LIF	LIF	6.20301958245267
LOC101927383	24.5234137112267	2.99674007484132	0.71486583524329	4.19203146534684	2.76467639450508e-05	0.0105305814975315	shIFI6_Day1_vs_shIFI6_Day0	LOC101927383	LOC101927383	7.98194354447723
LZTS3	97.3604413940125	1.17403825330406	0.298141071943688	3.93786151518838	8.22110160336728e-05	0.0194995622035424	shIFI6_Day1_vs_shIFI6_Day0	LZTS3	LZTS3	2.25642410358821
MAP3K6	55.6929156108518	1.3352585156826	0.364325741520543	3.66501282646071	0.000247326187424806	0.0390854310020797	shIFI6_Day1_vs_shIFI6_Day0	MAP3K6	MAP3K6	2.5232069091301
MEX3D	85.1691314881202	1.27337678061684	0.297313722746785	4.28293981472676	1.84440073556412e-05	0.00856205403962654	shIFI6_Day1_vs_shIFI6_Day0	MEX3D	MEX3D	2.41726690846555
MICALL2	50.216847530904	2.19667416224176	0.466233876813478	4.71152842272026	2.4586579754959e-06	0.00244136994482942	shIFI6_Day1_vs_shIFI6_Day0	MICALL2	MICALL2	4.58421326526658
MINOS1-NBL1	13.9002134400963	-27.2624165620866	2.58122956020365	-10.5617946510483	4.48013332186296e-26	6.65523804962743e-22	shIFI6_Day1_vs_shIFI6_Day0	MINOS1-NBL1	MINOS1-NBL1	6.21147670079267e-09
MUC2	56.9610308772325	5.96103311525108	1.49923031520558	3.97606228662316	7.00657810911832e-05	0.0177885006386145	shIFI6_Day1_vs_shIFI6_Day0	MUC2	MUC2	62.2945098218803
